,0,1,2,3
231,-0.16505522,-0.38278443,-1.1020806,-0.40342358
232,-0.17825049,-0.38379884,-1.0890265,-0.40055528
233,-0.19322062,-0.38172528,-1.0677619,-0.39307097
234,-0.19801846,-0.38060707,-1.065483,-0.3921992
235,-0.20270854,-0.37782425,-1.0530357,-0.38541862
236,-0.20867419,-0.37734288,-1.0504892,-0.3849189
237,-0.19945565,-0.37180778,-1.0557518,-0.38345066
238,-0.45798975,-0.4157436,-0.7357546,-0.3572928
239,-0.45955527,-0.41397953,-0.73263836,-0.35584894
240,-0.44931102,-0.41118193,-0.7422159,-0.3574383
241,-0.4363662,-0.41337484,-0.75745857,-0.36276522
242,-0.19636405,-0.37413877,-1.0524485,-0.38371947
243,-0.19209757,-0.3730926,-1.0566366,-0.3850555
244,-0.43155944,-0.41166914,-0.746497,-0.35740927
245,-0.18162575,-0.37037277,-1.054102,-0.38148323
246,-0.180987,-0.37264556,-1.0525031,-0.38127366
247,-0.41705114,-0.41178292,-0.75148135,-0.3577533
248,-0.3900668,-0.41304147,-0.78302443,-0.36799935
